,documents,assigned_topic,timestamp
87,"Over the past few decades, interest in algorithms for face recognition has
been growing rapidly and has even surpassed human-level performance. Despite
their accomplishments, their practical integration with a real-time
performance-hungry system is not feasible due to high computational costs. So
in this paper, we explore the recent, fast, and accurate face recognition
system that can be easily integrated with real-time devices, and tested the
algorithms on robot hardware platforms to confirm their robustness and speed.",8,2022-04-19 16:26:48
88,"Deep learning, in particular Convolutional Neural Network (CNN), has achieved
promising results in face recognition recently. However, it remains an open
question: why CNNs work well and how to design a 'good' architecture. The
existing works tend to focus on reporting CNN architectures that work well for
face recognition rather than investigate the reason. In this work, we conduct
an extensive evaluation of CNN-based face recognition systems (CNN-FRS) on a
common ground to make our work easily reproducible. Specifically, we use public
database LFW (Labeled Faces in the Wild) to train CNNs, unlike most existing
CNNs trained on private databases. We propose three CNN architectures which are
the first reported architectures trained using LFW data. This paper
quantitatively compares the architectures of CNNs and evaluate the effect of
different implementation choices. We identify several useful properties of
CNN-FRS. For instance, the dimensionality of the learned features can be
significantly reduced without adverse effect on face recognition accuracy. In
addition, traditional metric learning method exploiting CNN-learned features is
evaluated. Experiments show two crucial factors to good CNN-FRS performance are
the fusion of multiple CNNs and metric learning. To make our work reproducible,
source code and models will be made publicly available.",8,2015-04-09 15:27:49
89,"Despite rapid advances in face recognition, there remains a clear gap between
the performance of still image-based face recognition and video-based face
recognition, due to the vast difference in visual quality between the domains
and the difficulty of curating diverse large-scale video datasets. This paper
addresses both of those challenges, through an image to video feature-level
domain adaptation approach, to learn discriminative video frame
representations. The framework utilizes large-scale unlabeled video data to
reduce the gap between different domains while transferring discriminative
knowledge from large-scale labeled still images. Given a face recognition
network that is pretrained in the image domain, the adaptation is achieved by
(i) distilling knowledge from the network to a video adaptation network through
feature matching, (ii) performing feature restoration through synthetic data
augmentation and (iii) learning a domain-invariant feature through a domain
adversarial discriminator. We further improve performance through a
discriminator-guided feature fusion that boosts high-quality frames while
eliminating those degraded by video domain-specific factors. Experiments on the
YouTube Faces and IJB-A datasets demonstrate that each module contributes to
our feature-level domain adaptation framework and substantially improves video
face recognition performance to achieve state-of-the-art accuracy. We
demonstrate qualitatively that the network learns to suppress diverse artifacts
in videos such as pose, illumination or occlusion without being explicitly
trained for them.",11,2017-08-07 16:36:54
90,"This work tackles the face recognition task on images captured using thermal
camera sensors which can operate in the non-light environment. While it can
greatly increase the scope and benefits of the current security surveillance
systems, performing such a task using thermal images is a challenging problem
compared to face recognition task in the Visible Light Domain (VLD). This is
partly due to the much smaller amount number of thermal imagery data collected
compared to the VLD data. Unfortunately, direct application of the existing
very strong face recognition models trained using VLD data into the thermal
imagery data will not produce a satisfactory performance. This is due to the
existence of the domain gap between the thermal and VLD images. To this end, we
propose a Thermal-to-Visible Generative Adversarial Network (TV-GAN) that is
able to transform thermal face images into their corresponding VLD images
whilst maintaining identity information which is sufficient enough for the
existing VLD face recognition models to perform recognition. Some examples are
presented in Figure 1. Unlike the previous methods, our proposed TV-GAN uses an
explicit closed-set face recognition loss to regularize the discriminator
network training. This information will then be conveyed into the generator
network in the forms of gradient loss. In the experiment, we show that by using
this additional explicit regularization for the discriminator network, the
TV-GAN is able to preserve more identity information when translating a thermal
image of a person which is not seen before by the TV-GAN.",8,2017-12-07 07:06:39
91,"Recent advances in deep learning have significantly increased the performance
of face recognition systems. The performance and reliability of these models
depend heavily on the amount and quality of the training data. However, the
collection of annotated large datasets does not scale well and the control over
the quality of the data decreases with the size of the dataset. In this work,
we explore how synthetically generated data can be used to decrease the number
of real-world images needed for training deep face recognition systems. In
particular, we make use of a 3D morphable face model for the generation of
images with arbitrary amounts of facial identities and with full control over
image variations, such as pose, illumination, and background. In our
experiments with an off-the-shelf face recognition software we observe the
following phenomena: 1) The amount of real training data needed to train
competitive deep face recognition systems can be reduced significantly. 2)
Combining large-scale real-world data with synthetic data leads to an increased
performance. 3) Models trained only on synthetic data with strong variations in
pose, illumination, and background perform very well across different datasets
even without dataset adaptation. 4) The real-to-virtual performance gap can be
closed when using synthetic data for pre-training, followed by fine-tuning with
real-world images. 5) There are no observable negative effects of pre-training
with synthetic data. Thus, any face recognition system in our experiments
benefits from using synthetic face images. The synthetic data generator, as
well as all experiments, are publicly available.",11,2018-02-16 11:05:18
92,"Deep neural network (DNN) architecture based models have high expressive
power and learning capacity. However, they are essentially a black box method
since it is not easy to mathematically formulate the functions that are learned
within its many layers of representation. Realizing this, many researchers have
started to design methods to exploit the drawbacks of deep learning based
algorithms questioning their robustness and exposing their singularities. In
this paper, we attempt to unravel three aspects related to the robustness of
DNNs for face recognition: (i) assessing the impact of deep architectures for
face recognition in terms of vulnerabilities to attacks inspired by commonly
observed distortions in the real world that are well handled by shallow
learning methods along with learning based adversaries; (ii) detecting the
singularities by characterizing abnormal filter response behavior in the hidden
layers of deep networks; and (iii) making corrections to the processing
pipeline to alleviate the problem. Our experimental evaluation using multiple
open-source DNN-based face recognition networks, including OpenFace and
VGG-Face, and two publicly available databases (MEDS and PaSC) demonstrates
that the performance of deep learning based face recognition algorithms can
suffer greatly in the presence of such distortions. The proposed method is also
compared with existing detection algorithms and the results show that it is
able to detect the attacks with very high accuracy by suitably designing a
classifier using the response of the hidden layers in the network. Finally, we
present several effective countermeasures to mitigate the impact of adversarial
attacks and improve the overall robustness of DNN-based face recognition.",11,2018-02-22 08:03:26
93,"Accurate face recognition techniques make a series of critical applications
possible: policemen could employ it to retrieve criminals' faces from
surveillance video streams; cross boarder travelers could pass a face
authentication inspection line without the involvement of officers.
Nonetheless, when public security heavily relies on such intelligent systems,
the designers should deliberately consider the emerging attacks aiming at
misleading those systems employing face recognition.
  We propose a kind of brand new attack against face recognition systems, which
is realized by illuminating the subject using infrared according to the
adversarial examples worked out by our algorithm, thus face recognition systems
can be bypassed or misled while simultaneously the infrared perturbations
cannot be observed by raw eyes. Through launching this kind of attack, an
attacker not only can dodge surveillance cameras. More importantly, he can
impersonate his target victim and pass the face authentication system, if only
the victim's photo is acquired by the attacker. Again, the attack is totally
unobservable by nearby people, because not only the light is invisible, but
also the device we made to launch the attack is small enough. According to our
study on a large dataset, attackers have a very high success rate with a over
70\% success rate for finding such an adversarial example that can be
implemented by infrared. To the best of our knowledge, our work is the first
one to shed light on the severity of threat resulted from infrared adversarial
examples against face recognition.",8,2018-03-13 08:51:01
94,"Although deep learning approaches have achieved performance surpassing humans
for still image-based face recognition, unconstrained video-based face
recognition is still a challenging task due to large volume of data to be
processed and intra/inter-video variations on pose, illumination, occlusion,
scene, blur, video quality, etc. In this work, we consider challenging
scenarios for unconstrained video-based face recognition from multiple-shot
videos and surveillance videos with low-quality frames. To handle these
problems, we propose a robust and efficient system for unconstrained
video-based face recognition, which is composed of modules for face/fiducial
detection, face association, and face recognition. First, we use multi-scale
single-shot face detectors to efficiently localize faces in videos. The
detected faces are then grouped respectively through carefully designed face
association methods, especially for multi-shot videos. Finally, the faces are
recognized by the proposed face matcher based on an unsupervised subspace
learning approach and a subspace-to-subspace similarity metric. Extensive
experiments on challenging video datasets, such as Multiple Biometric Grand
Challenge (MBGC), Face and Ocular Challenge Series (FOCS), IARPA Janus
Surveillance Video Benchmark (IJB-S) for low-quality surveillance videos and
IARPA JANUS Benchmark B (IJB-B) for multiple-shot videos, demonstrate that the
proposed system can accurately detect and associate faces from unconstrained
videos and effectively learn robust and discriminative features for
recognition.",11,2018-12-10 19:51:38
95,"Faces play a magnificent role in human robot interaction, as they do in our
daily life. The inherent ability of the human mind facilitates us to recognize
a person by exploiting various challenges such as bad illumination, occlusions,
pose variation etc. which are involved in face recognition. But it is a very
complex task in nature to identify a human face by humanoid robots. The recent
literatures on face biometric recognition are extremely rich in its application
on structured environment for solving human identification problem. But the
application of face biometric on mobile robotics is limited for its inability
to produce accurate identification in uneven circumstances. The existing face
recognition problem has been tackled with our proposed component based
fragmented face recognition framework. The proposed framework uses only a
subset of the full face such as eyes, nose and mouth to recognize a person.
It's less searching cost, encouraging accuracy and ability to handle various
challenges of face recognition offers its applicability on humanoid robots. The
second problem in face recognition is the face spoofing, in which a face
recognition system is not able to distinguish between a person and an imposter
(photo/video of the genuine user). The problem will become more detrimental
when robots are used as an authenticator. A depth analysis method has been
investigated in our research work to test the liveness of imposters to
discriminate them from the legitimate users. The implication of the previous
earned techniques has been used with respect to criminal identification with
NAO robot. An eyewitness can interact with NAO through a user interface. NAO
asks several questions about the suspect, such as age, height, her/his facial
shape and size etc., and then making a guess about her/his face.",11,2018-12-08 11:00:13
96,"Face recognition has obtained remarkable progress in recent years due to the
great improvement of deep convolutional neural networks (CNNs). However, deep
CNNs are vulnerable to adversarial examples, which can cause fateful
consequences in real-world face recognition applications with
security-sensitive purposes. Adversarial attacks are widely studied as they can
identify the vulnerability of the models before they are deployed. In this
paper, we evaluate the robustness of state-of-the-art face recognition models
in the decision-based black-box attack setting, where the attackers have no
access to the model parameters and gradients, but can only acquire hard-label
predictions by sending queries to the target model. This attack setting is more
practical in real-world face recognition systems. To improve the efficiency of
previous methods, we propose an evolutionary attack algorithm, which can model
the local geometries of the search directions and reduce the dimension of the
search space. Extensive experiments demonstrate the effectiveness of the
proposed method that induces a minimum perturbation to an input face image with
fewer queries. We also apply the proposed method to attack a real-world face
recognition system successfully.",8,2019-04-09 02:45:35
97,"There are many factors affecting visual face recognition, such as low
resolution images, aging, illumination and pose variance, etc. One of the most
important problem is low resolution face images which can result in bad
performance on face recognition. Most of the general face recognition
algorithms usually assume a sufficient resolution for the face images. However,
in practice many applications often do not have sufficient image resolutions.
The modern face hallucination models demonstrate reasonable performance to
reconstruct high-resolution images from its corresponding low resolution
images. However, they do not consider identity level information during
hallucination which directly affects results of the recognition of low
resolution faces. To address this issue, we propose a Face Hallucination
Generative Adversarial Network (FH-GAN) which improves the quality of low
resolution face images and accurately recognize those low quality images.
Concretely, we make the following contributions: 1) we propose FH-GAN network,
an end-to-end system, that improves both face hallucination and face
recognition simultaneously. The novelty of this proposed network depends on
incorporating identity information in a GAN-based face hallucination algorithm
via combining a face recognition network for identity preserving. 2) We also
propose a new face hallucination network, namely Dense Sparse Network (DSNet),
which improves upon the state-of-art in face hallucination. 3) We demonstrate
benefits of training the face recognition and GAN-based DSNet jointly by
reporting good result on face hallucination and recognition.",8,2019-05-16 05:49:01
98,"Near-infrared-visible (NIR-VIS) heterogeneous face recognition matches NIR to
corresponding VIS face images. However, due to the sensing gap, NIR images
often lose some identity information so that the recognition issue is more
difficult than conventional VIS face recognition. Recently, NIR-VIS
heterogeneous face recognition has attracted considerable attention in the
computer vision community because of its convenience and adaptability in
practical applications. Various deep learning-based methods have been proposed
and substantially increased the recognition performance, but the lack of
NIR-VIS training samples leads to the difficulty of the model training process.
In this paper, we propose a new Large-Scale Multi-Pose High-Quality NIR-VIS
database LAMP-HQ containing 56,788 NIR and 16,828 VIS images of 573 subjects
with large diversities in pose, illumination, attribute, scene and accessory.
We furnish a benchmark along with the protocol for NIR-VIS face recognition via
generation on LAMP-HQ, including Pixel2Pixel, CycleGAN, and ADFL. Furthermore,
we propose a novel exemplar-based variational spectral attention network to
produce high-fidelity VIS images from NIR data. A spectral conditional
attention module is introduced to reduce the domain gap between NIR and VIS
data and then improve the performance of NIR-VIS heterogeneous face recognition
on various databases including the LAMP-HQ.",11,2019-12-17 04:01:18
99,"Face image quality is an important factor to enable high performance face
recognition systems. Face quality assessment aims at estimating the suitability
of a face image for recognition. Previous work proposed supervised solutions
that require artificially or human labelled quality values. However, both
labelling mechanisms are error-prone as they do not rely on a clear definition
of quality and may not know the best characteristics for the utilized face
recognition system. Avoiding the use of inaccurate quality labels, we proposed
a novel concept to measure face quality based on an arbitrary face recognition
model. By determining the embedding variations generated from random
subnetworks of a face model, the robustness of a sample representation and
thus, its quality is estimated. The experiments are conducted in a
cross-database evaluation setting on three publicly available databases. We
compare our proposed solution on two face embeddings against six
state-of-the-art approaches from academia and industry. The results show that
our unsupervised solution outperforms all other approaches in the majority of
the investigated scenarios. In contrast to previous works, the proposed
solution shows a stable performance over all scenarios. Utilizing the deployed
face recognition model for our face quality assessment methodology avoids the
training phase completely and further outperforms all baseline approaches by a
large margin. Our solution can be easily integrated into current face
recognition systems and can be modified to other tasks beyond face recognition.",8,2020-03-20 16:50:30
100,"Face recognition has been of great importance in many applications as a
biometric for its throughput, convenience, and non-invasiveness. Recent
advancements in deep Convolutional Neural Network (CNN) architectures have
boosted significantly the performance of face recognition based on
two-dimensional (2D) facial texture images and outperformed the previous state
of the art using conventional methods. However, the accuracy of 2D face
recognition is still challenged by the change of pose, illumination, make-up,
and expression. On the other hand, the geometric information contained in
three-dimensional (3D) face data has the potential to overcome the fundamental
limitations of 2D face data.
  We propose a multi-Channel deep 3D face network for face recognition based on
3D face data. We compute the geometric information of a 3D face based on its
piecewise-linear triangular mesh structure and then conformally flatten
geometric information along with the color from 3D to 2D plane to leverage the
state-of-the-art deep CNN architectures. We modify the input layer of the
network to take images with nine channels instead of three only such that more
geometric information can be explicitly fed to it. We pre-train the network
using images from the VGG-Face \cite{Parkhi2015} and then fine-tune it with the
generated multi-channel face images. The face recognition accuracy of the
multi-Channel deep 3D face network has achieved 98.6. The experimental results
also clearly show that the network performs much better when a 9-channel image
is flattened to plane based on the conformal map compared with the orthographic
projection.",8,2020-09-30 15:29:05
101,"Recently, significant advancements have been made in face recognition
technologies using Deep Neural Networks. As a result, companies such as
Microsoft, Amazon, and Naver offer highly accurate commercial face recognition
web services for diverse applications to meet the end-user needs. Naturally,
however, such technologies are threatened persistently, as virtually any
individual can quickly implement impersonation attacks. In particular, these
attacks can be a significant threat for authentication and identification
services, which heavily rely on their underlying face recognition technologies'
accuracy and robustness. Despite its gravity, the issue regarding deepfake
abuse using commercial web APIs and their robustness has not yet been
thoroughly investigated. This work provides a measurement study on the
robustness of black-box commercial face recognition APIs against Deepfake
Impersonation (DI) attacks using celebrity recognition APIs as an example case
study. We use five deepfake datasets, two of which are created by us and
planned to be released. More specifically, we measure attack performance based
on two scenarios (targeted and non-targeted) and further analyze the differing
system behaviors using fidelity, confidence, and similarity metrics.
Accordingly, we demonstrate how vulnerable face recognition technologies from
popular companies are to DI attack, achieving maximum success rates of 78.0%
and 99.9% for targeted (i.e., precise match) and non-targeted (i.e., match with
any celebrity) attacks, respectively. Moreover, we propose practical defense
strategies to mitigate DI attacks, reducing the attack success rates to as low
as 0% and 0.02% for targeted and non-targeted attacks, respectively.",8,2021-03-01 08:40:10
102,"Near-infrared to visible (NIR-VIS) face recognition is the most common case
in heterogeneous face recognition, which aims to match a pair of face images
captured from two different modalities. Existing deep learning based methods
have made remarkable progress in NIR-VIS face recognition, while it encounters
certain newly-emerged difficulties during the pandemic of COVID-19, since
people are supposed to wear facial masks to cut off the spread of the virus. We
define this task as NIR-VIS masked face recognition, and find it problematic
with the masked face in the NIR probe image. First, the lack of masked face
data is a challenging issue for the network training. Second, most of the
facial parts (cheeks, mouth, nose etc.) are fully occluded by the mask, which
leads to a large amount of loss of information. Third, the domain gap still
exists in the remaining facial parts. In such scenario, the existing methods
suffer from significant performance degradation caused by the above issues. In
this paper, we aim to address the challenge of NIR-VIS masked face recognition
from the perspectives of training data and training method. Specifically, we
propose a novel heterogeneous training method to maximize the mutual
information shared by the face representation of two domains with the help of
semi-siamese networks. In addition, a 3D face reconstruction based approach is
employed to synthesize masked face from the existing NIR image. Resorting to
these practices, our solution provides the domain-invariant face representation
which is also robust to the mask occlusion. Extensive experiments on three
NIR-VIS face datasets demonstrate the effectiveness and
cross-dataset-generalization capacity of our method.",11,2021-04-14 10:40:09
103,"This research presents an improved real-time face recognition system at a low
resolution of 15 pixels with pose and emotion and resolution variations. We
have designed our datasets named LRD200 and LRD100, which have been used for
training and classification. The face detection part uses the Viola-Jones
algorithm, and the face recognition part receives the face image from the face
detection part to process it using the Local Binary Pattern Histogram (LBPH)
algorithm with preprocessing using contrast limited adaptive histogram
equalization (CLAHE) and face alignment. The face database in this system can
be updated via our custom-built standalone android app and automatic restarting
of the training and recognition process with an updated database. Using our
proposed algorithm, a real-time face recognition accuracy of 78.40% at 15 px
and 98.05% at 45 px have been achieved using the LRD200 database containing 200
images per person. With 100 images per person in the database (LRD100) the
achieved accuracies are 60.60% at 15 px and 95% at 45 px respectively. A facial
deflection of about 30 degrees on either side from the front face showed an
average face recognition precision of 72.25% - 81.85%. This face recognition
system can be employed for law enforcement purposes, where the surveillance
camera captures a low-resolution image because of the distance of a person from
the camera. It can also be used as a surveillance system in airports, bus
stations, etc., to reduce the risk of possible criminal threats.",8,2021-04-15 04:54:29
104,"With the recent advancement of deep convolutional neural networks,
significant progress has been made in general face recognition. However, the
state-of-the-art general face recognition models do not generalize well to
occluded face images, which are exactly the common cases in real-world
scenarios. The potential reasons are the absences of large-scale occluded face
data for training and specific designs for tackling corrupted features brought
by occlusions. This paper presents a novel face recognition method that is
robust to occlusions based on a single end-to-end deep neural network. Our
approach, named FROM (Face Recognition with Occlusion Masks), learns to
discover the corrupted features from the deep convolutional neural networks,
and clean them by the dynamically learned masks. In addition, we construct
massive occluded face images to train FROM effectively and efficiently. FROM is
simple yet powerful compared to the existing methods that either rely on
external detectors to discover the occlusions or employ shallow models which
are less discriminative. Experimental results on the LFW, Megaface challenge 1,
RMF2, AR dataset and other simulated occluded/masked datasets confirm that FROM
dramatically improves the accuracy under occlusions, and generalizes well on
general face recognition. Code is available at
https://github.com/haibo-qiu/FROM",8,2021-08-21 09:08:41
105,"This paper addresses the deep face recognition problem under an open-set
protocol, where ideal face features are expected to have smaller maximal
intra-class distance than minimal inter-class distance under a suitably chosen
metric space. To this end, hyperspherical face recognition, as a promising line
of research, has attracted increasing attention and gradually become a major
focus in face recognition research. As one of the earliest works in
hyperspherical face recognition, SphereFace explicitly proposed to learn face
embeddings with large inter-class angular margin. However, SphereFace still
suffers from severe training instability which limits its application in
practice. In order to address this problem, we introduce a unified framework to
understand large angular margin in hyperspherical face recognition. Under this
framework, we extend the study of SphereFace and propose an improved variant
with substantially better training stability -- SphereFace-R. Specifically, we
propose two novel ways to implement the multiplicative margin, and study
SphereFace-R under three different feature normalization schemes (no feature
normalization, hard feature normalization and soft feature normalization). We
also propose an implementation strategy -- ""characteristic gradient detachment""
-- to stabilize training. Extensive experiments on SphereFace-R show that it is
consistently better than or competitive with state-of-the-art methods.",11,2021-09-12 17:07:54
106,"Learning discriminative face features plays a major role in building
high-performing face recognition models. The recent state-of-the-art face
recognition solutions proposed to incorporate a fixed penalty margin on
commonly used classification loss function, softmax loss, in the normalized
hypersphere to increase the discriminative power of face recognition models, by
minimizing the intra-class variation and maximizing the inter-class variation.
Marginal penalty softmax losses, such as ArcFace and CosFace, assume that the
geodesic distance between and within the different identities can be equally
learned using a fixed penalty margin. However, such a learning objective is not
realistic for real data with inconsistent inter-and intra-class variation,
which might limit the discriminative and generalizability of the face
recognition model. In this paper, we relax the fixed penalty margin constrain
by proposing elastic penalty margin loss (ElasticFace) that allows flexibility
in the push for class separability. The main idea is to utilize random margin
values drawn from a normal distribution in each training iteration. This aims
at giving the decision boundary chances to extract and retract to allow space
for flexible class separability learning. We demonstrate the superiority of our
ElasticFace loss over ArcFace and CosFace losses, using the same geometric
transformation, on a large set of mainstream benchmarks. From a wider
perspective, our ElasticFace has advanced the state-of-the-art face recognition
performance on seven out of nine mainstream benchmarks.",8,2021-09-20 10:31:50
107,"Face recognition systems have to deal with large variabilities (such as
different poses, illuminations, and expressions) that might lead to incorrect
matching decisions. These variabilities can be measured in terms of face image
quality which is defined over the utility of a sample for recognition. Previous
works on face recognition either do not employ this valuable information or
make use of non-inherently fit quality estimates. In this work, we propose a
simple and effective face recognition solution (QMagFace) that combines a
quality-aware comparison score with a recognition model based on a
magnitude-aware angular margin loss. The proposed approach includes
model-specific face image qualities in the comparison process to enhance the
recognition performance under unconstrained circumstances. Exploiting the
linearity between the qualities and their comparison scores induced by the
utilized loss, our quality-aware comparison function is simple and highly
generalizable. The experiments conducted on several face recognition databases
and benchmarks demonstrate that the introduced quality-awareness leads to
consistent improvements in the recognition performance. Moreover, the proposed
QMagFace approach performs especially well under challenging circumstances,
such as cross-pose, cross-age, or cross-quality. Consequently, it leads to
state-of-the-art performances on several face recognition benchmarks, such as
98.50% on AgeDB, 83.95% on XQLFQ, and 98.74% on CFP-FP. The code for QMagFace
is publicly available",8,2021-11-26 12:44:54
108,"Current state-of-the-art deep learning based face recognition (FR) models
require a large number of face identities for central training. However, due to
the growing privacy awareness, it is prohibited to access the face images on
user devices to continually improve face recognition models. Federated Learning
(FL) is a technique to address the privacy issue, which can collaboratively
optimize the model without sharing the data between clients. In this work, we
propose a FL based framework called FedFR to improve the generic face
representation in a privacy-aware manner. Besides, the framework jointly
optimizes personalized models for the corresponding clients via the proposed
Decoupled Feature Customization module. The client-specific personalized model
can serve the need of optimized face recognition experience for registered
identities at the local device. To the best of our knowledge, we are the first
to explore the personalized face recognition in FL setup. The proposed
framework is validated to be superior to previous approaches on several generic
and personalized face recognition benchmarks with diverse FL scenarios. The
source codes and our proposed personalized FR benchmark under FL setup are
available at https://github.com/jackie840129/FedFR.",11,2021-12-23 12:42:38
109,"The 3D face recognition has long been considered secure for its resistance to
current physical adversarial attacks, like adversarial patches. However, this
paper shows that a 3D face recognition system can be easily attacked, leading
to evading and impersonation attacks. We are the first to propose a physically
realizable attack for the 3D face recognition system, named structured light
imaging attack (SLIA), which exploits the weakness of structured-light-based 3D
scanning devices. SLIA utilizes the projector in the structured light imaging
system to create adversarial illuminations to contaminate the reconstructed
point cloud. Firstly, we propose a 3D transform-invariant loss function (3D-TI)
to generate adversarial perturbations that are more robust to head movements.
Then we integrate the 3D imaging process into the attack optimization, which
minimizes the total pixel shifting of fringe patterns. We realize both dodging
and impersonation attacks on a real-world 3D face recognition system. Our
methods need fewer modifications on projected patterns compared with Chamfer
and Chamfer+kNN-based methods and achieve average attack success rates of 0.47
(impersonation) and 0.89 (dodging). This paper exposes the insecurity of
present structured light imaging technology and sheds light on designing secure
3D face recognition authentication systems.",8,2022-05-26 15:06:14
110,"Deep neural network based face recognition models have been shown to be
vulnerable to adversarial examples. However, many of the past attacks require
the adversary to solve an input-dependent optimization problem using gradient
descent which makes the attack impractical in real-time. These adversarial
examples are also tightly coupled to the attacked model and are not as
successful in transferring to different models. In this work, we propose
ReFace, a real-time, highly-transferable attack on face recognition models
based on Adversarial Transformation Networks (ATNs). ATNs model adversarial
example generation as a feed-forward neural network. We find that the white-box
attack success rate of a pure U-Net ATN falls substantially short of
gradient-based attacks like PGD on large face recognition datasets. We
therefore propose a new architecture for ATNs that closes this gap while
maintaining a 10000x speedup over PGD. Furthermore, we find that at a given
perturbation magnitude, our ATN adversarial perturbations are more effective in
transferring to new face recognition models than PGD. ReFace attacks can
successfully deceive commercial face recognition services in a transfer attack
setting and reduce face identification accuracy from 82% to 16.4% for AWS
SearchFaces API and Azure face verification accuracy from 91% to 50.1%.",8,2022-06-09 22:25:34
111,"Recent deep face recognition models proposed in the literature utilized
large-scale public datasets such as MS-Celeb-1M and VGGFace2 for training very
deep neural networks, achieving state-of-the-art performance on mainstream
benchmarks. Recently, many of these datasets, e.g., MS-Celeb-1M and VGGFace2,
are retracted due to credible privacy and ethical concerns. This motivates this
work to propose and investigate the feasibility of using a privacy-friendly
synthetically generated face dataset to train face recognition models. Towards
this end, we utilize a class-conditional generative adversarial network to
generate class-labeled synthetic face images, namely SFace. To address the
privacy aspect of using such data to train a face recognition model, we provide
extensive evaluation experiments on the identity relation between the synthetic
dataset and the original authentic dataset used to train the generative model.
Our reported evaluation proved that associating an identity of the authentic
dataset to one with the same class label in the synthetic dataset is hardly
possible. We also propose to train face recognition on our privacy-friendly
dataset, SFace, using three different learning strategies, multi-class
classification, label-free knowledge transfer, and combined learning of
multi-class classification and knowledge transfer. The reported evaluation
results on five authentic face benchmarks demonstrated that the
privacy-friendly synthetic dataset has high potential to be used for training
face recognition models, achieving, for example, a verification accuracy of
91.87\% on LFW using multi-class classification and 99.13\% using the combined
learning strategy.",8,2022-06-21 16:42:04
112,"Face recognition technology has been used in many fields due to its high
recognition accuracy, including the face unlocking of mobile devices, community
access control systems, and city surveillance. As the current high accuracy is
guaranteed by very deep network structures, facial images often need to be
transmitted to third-party servers with high computational power for inference.
However, facial images visually reveal the user's identity information. In this
process, both untrusted service providers and malicious users can significantly
increase the risk of a personal privacy breach. Current privacy-preserving
approaches to face recognition are often accompanied by many side effects, such
as a significant increase in inference time or a noticeable decrease in
recognition accuracy. This paper proposes a privacy-preserving face recognition
method using differential privacy in the frequency domain. Due to the
utilization of differential privacy, it offers a guarantee of privacy in
theory. Meanwhile, the loss of accuracy is very slight. This method first
converts the original image to the frequency domain and removes the direct
component termed DC. Then a privacy budget allocation method can be learned
based on the loss of the back-end face recognition network within the
differential privacy framework. Finally, it adds the corresponding noise to the
frequency domain features. Our method performs very well with several classical
face recognition test sets according to the extensive experiments.",8,2022-07-15 07:15:36
113,"Deep learning based face recognition has achieved significant progress in
recent years. Yet, the practical model production and further research of deep
face recognition are in great need of corresponding public support. For
example, the production of face representation network desires a modular
training scheme to consider the proper choice from various candidates of
state-of-the-art backbone and training supervision subject to the real-world
face recognition demand; for performance analysis and comparison, the standard
and automatic evaluation with a bunch of models on multiple benchmarks will be
a desired tool as well; besides, a public groundwork is welcomed for deploying
the face recognition in the shape of holistic pipeline. Furthermore, there are
some newly-emerged challenges, such as the masked face recognition caused by
the recent world-wide COVID-19 pandemic, which draws increasing attention in
practical applications. A feasible and elegant solution is to build an
easy-to-use unified framework to meet the above demands. To this end, we
introduce a novel open-source framework, named FaceX-Zoo, which is oriented to
the research-development community of face recognition. Resorting to the highly
modular and scalable design, FaceX-Zoo provides a training module with various
supervisory heads and backbones towards state-of-the-art face recognition, as
well as a standardized evaluation module which enables to evaluate the models
in most of the popular benchmarks just by editing a simple configuration. Also,
a simple yet fully functional face SDK is provided for the validation and
primary application of the trained models. Rather than including as many as
possible of the prior techniques, we enable FaceX-Zoo to easily upgrade and
extend along with the development of face related domains. The source code and
models are available at https://github.com/JDAI-CV/FaceX-Zoo.",11,2021-01-12 11:06:50
114,"Facial expressions convey non-verbal cues, which play an important role in
interpersonal relations. Automatic recognition of human face based on facial
expression can be an important component of natural human-machine interface. It
may also be used in behavioural science. Although human can recognize the face
practically without any effort, but reliable face recognition by machine is a
challenge. This paper presents a new approach for recognizing the face of a
person considering the expressions of the same human face at different
instances of time. This methodology is developed combining Eigenface method for
feature extraction and modified k-Means clustering for identification of the
human face. This method endowed the face recognition without using the
conventional distance measure classifiers. Simulation results show that
proposed face recognition using perception of k-Means clustering is useful for
face images with different facial expressions.",8,2011-04-07 03:17:08
115,"While existing face recognition systems based on local features are robust to
issues such as misalignment, they can exhibit accuracy degradation when
comparing images of differing resolutions. This is common in surveillance
environments where a gallery of high resolution mugshots is compared to low
resolution CCTV probe images, or where the size of a given image is not a
reliable indicator of the underlying resolution (eg. poor optics). To alleviate
this degradation, we propose a compensation framework which dynamically chooses
the most appropriate face recognition system for a given pair of image
resolutions. This framework applies a novel resolution detection method which
does not rely on the size of the input images, but instead exploits the
sensitivity of local features to resolution using a probabilistic multi-region
histogram approach. Experiments on a resolution-modified version of the
""Labeled Faces in the Wild"" dataset show that the proposed resolution detector
frontend obtains a 99% average accuracy in selecting the most appropriate face
recognition system, resulting in higher overall face discrimination accuracy
(across several resolutions) compared to the individual baseline face
recognition systems.",8,2013-04-08 08:36:55
